image,psnr_before,psnr_after,ssim_before,ssim_after,gain,inference_time_sec
16.png,27.708093924865697,38.25458531205308,0.6118053793907166,0.9660746455192566,10.546491387187384,0.7476165294647217
1.png,31.24896198338446,34.31747692886874,0.9412643313407898,0.9838410019874573,3.0685149454842815,0.7730891704559326
2.png,29.98600249437893,29.98565175348359,0.9892591834068298,0.9892588257789612,-0.00035074089533893016,0.7362134456634521
